984, 16
0.528384813,0.625403052,0.611753606,0.208902482,0.277660374,0.110960943,0.426220124,0.427102274,0.156674451,0.575492295,0.517920302,0.062452167,0.517433397,0.264670709,0.324905377,1
0.808438426,0.137517704,0.162034957,0.811983889,0.770785147,0.726501677,0.855626136,0.640354927,0.816030935,0.291030154,0.864997256,0.679568769,1,0.378562723,0.646338488,0
0.247937229,0.98163056,0.843546417,0.230121434,0.342410547,0.361446815,0.216241956,0.391864697,0.423738897,0.620104105,0.524910973,0.357996912,0.414027693,0.302121318,0.369721507,1
0.85750033,0.189201038,0.29289214,0.78509175,0.749192707,0.807827039,0.916336003,0.900338584,0.800933283,0.4127325,0.829587358,0.826323479,0.815496263,0.608103667,0.643166219,0
0.802668518,0.178955334,0.209488052,0.860893103,0.744838947,0.847538436,0.869594715,0.689147039,0.793910482,0.299776757,0.871551365,0.574728725,0.990646966,0.379194039,0.65067281,0
0.632519281,0.261474781,0.347593268,0.737103137,0.61972577,0.710156282,0.847973697,0.698650977,0.630912091,0.358100683,0.825788163,0.676627586,0.90719983,0.497106429,0.63206622,1
0.678562372,0.373694787,0.307998529,0.662650159,0.641989021,0.613711711,0.882106163,0.664270389,0.613657208,0.362320673,0.823379806,0.591090764,0.877650294,0.428273553,0.589677006,1
0.76268943,0.214173533,0.123144599,0.850662097,0.728052761,0.83940449,0.916940338,0.736294817,0.805329543,0.270849687,0.860489522,0.614261504,0.953469038,0.516463384,0.629814148,0
0.814749495,0.312203444,0.174044316,0.902875377,0.727282208,0.760282427,0.859323895,0.736145904,0.78069079,0.328965592,0.884542936,0.661794916,0.98775025,0.449495416,0.690158445,0
0.828867437,0.244846999,0.308104683,0.929155716,0.717727961,0.763800537,0.855689759,0.749452165,0.782427118,0.285690171,0.877098062,0.664054618,0.967528613,0.569553435,0.683906781,0
0.807725447,0.41454178,0.136429439,0.820561441,0.75307433,0.824744391,0.923116669,0.649299136,0.762788123,0.359631087,0.899194861,0.692035781,0.93387708,0.458209422,0.708199569,1
0.792200705,0.06773925,0.287467218,0.837307617,0.756743307,0.790506706,0.943445158,0.609547484,0.792997324,0.30964276,0.862020347,0.731529413,0.923656947,0.485674526,0.646166566,0
0.239226376,0.722794929,0.511002204,0.464291919,0.653134088,0.557944658,0.666616913,0.65075819,0.611589296,0.452235994,0.793718921,0.621778767,0.785827196,0.334723592,0.631516157,1
0.31741732,0.558242453,0.638192174,0.463431122,0.47087372,0.496967684,0.626867049,0.478224475,0.414507921,0.443806543,0.751786925,0.445113658,0.723876707,0.334375038,0.510652173,1
0.807588244,0.22551093,0.198233086,0.860217283,0.715935058,0.794239922,0.941627372,0.708825636,0.76484563,0.359761338,0.901454704,0.689699093,0.910251089,0.402607643,0.689933799,0
0.523684966,0.34270521,0.368065717,0.61467176,0.557416822,0.636752476,0.780328575,0.621433391,0.645481516,0.358078805,0.852804298,0.615814617,0.869190395,0.341276575,0.618634355,1
0.810734701,0.248530132,0.263373905,0.906800545,0.721840885,0.83050676,0.900889696,0.794650712,0.760141811,0.311716457,0.858792843,0.7504367,0.987332757,0.48050069,0.650338584,0
0.860954416,0.224182139,0.283119596,0.858735048,0.727865153,0.778958268,0.846376226,0.747069938,0.778018845,0.318583861,0.881274259,0.725291319,0.989529373,0.415068498,0.682442023,0
0.627203084,0.30720429,0.468818953,0.582561857,0.588921455,0.709492797,0.795133725,0.798190642,0.683640322,0.400232598,0.785601027,0.732595563,0.790560746,0.387627586,0.590912785,1
0.436456407,0.614090646,0.51584974,0.627398952,0.73465043,0.683964527,0.717046347,0.679355577,0.686516145,0.486503338,0.78793354,0.724202291,0.746709858,0.549432889,0.624023633,1
0.368458682,0.600164914,0.582702343,0.603531671,0.586618993,0.761242146,0.742405352,0.528833523,0.801591998,0.432418432,0.853976289,0.785484296,0.935917984,0.321189832,0.712165597,1
0.802530532,0.182603302,0.358237491,0.887080327,0.742448311,0.86083924,0.932311176,0.675022495,0.7985946,0.307389197,0.856463141,0.591293653,0.967011498,0.469755774,0.636841203,0
0.637984129,0.796413159,0.515100608,0.374902161,0.070443247,0.41497448,0.02719057,0.217080881,0.398107055,0.829484337,0.247000286,0.30082598,0.124334684,0.402034897,0.126893167,1
0.825426157,0.298303544,0.201076365,0.875261128,0.7316166,0.715249675,0.921365552,0.643883795,0.801795114,0.284399397,0.852656976,0.897803908,0.854197155,0.59583959,0.645973651,0
0.52606815,0.381247574,0.58087443,0.525883614,0.5384426,0.65349594,0.791508938,0.668319379,0.637187958,0.423581143,0.800229697,0.673164121,0.879586792,0.35145151,0.623497035,1
0.850502444,0.284310626,0.296162968,0.894043356,0.723109034,0.803538893,0.92750537,0.68843495,0.788225021,0.376661305,0.868503118,0.764458964,0.883632845,0.441284353,0.647303673,0
0.44274482,0.564874101,0.466434843,0.505138601,0.4915329,0.429482596,0.715400435,0.438250013,0.393026566,0.496809147,0.744314281,0.339289269,0.780630461,0.362217475,0.53300105,1
0.579516084,0.462849909,0.411853905,0.662149162,0.638179324,0.723967588,0.83673601,0.622664841,0.629035825,0.375688357,0.824967836,0.689343851,0.937857881,0.446540206,0.648194637,1
0.760631137,0.186047309,0.220071807,0.883598369,0.69824339,0.767902236,0.871806112,0.726312411,0.812510082,0.362791517,0.903368165,0.700079514,0.924499561,0.372517292,0.705110002,0
0.873291094,0.511021166,0.241097534,0.833598128,0.780655146,0.763170691,0.857823877,0.59202063,0.799514064,0.37188754,0.897388447,0.75254939,0.933889549,0.518718733,0.694701124,0
0.527394845,0.634399951,0.538280876,0.555280367,0.477753785,0.463061302,0.125626146,0.528325651,0.405750207,0.76280788,0.511310767,0.354193839,0.160511544,0.13655369,0.103651103,1
0.79849715,0.405740946,0.193176809,0.858340404,0.762034086,0.864566019,0.878880883,0.711426438,0.757296098,0.322415777,0.846937528,0.708012247,0.983912428,0.867126183,0.731569677,0
0.775209799,0.223080426,0.180445366,0.868832879,0.705513532,0.834499214,0.940949241,0.709091211,0.778028729,0.358951533,0.885917792,0.717673305,0.918938456,0.460067811,0.680322772,0
0.81407847,0.288915196,0.201628662,0.879878555,0.722912453,0.801623464,0.903045669,0.747667423,0.770659998,0.322925843,0.868865765,0.727185283,0.963908995,0.584324984,0.68582439,0
0.40787396,0.702739149,0.52467977,0.512194168,0.599954116,0.731078379,0.691766029,0.613875087,0.839905144,0.45234814,0.843647914,0.81378809,0.955640903,0.273248455,0.699497382,1
